Age,Salary,YearsExperience,NumCertifications,JobSatisfaction,JobTitle,Education,City,Promotion
35,100489,7,1,1,Business Analyst,Master's,Austin,No Promotion
42,133104,0,1,3,Product Manager,Bachelor's,New York,No Promotion
24,136346,7,0,3,Product Manager,Master's,San Francisco,No Promotion
49,117087,5,1,5,Business Analyst,High School,Chicago,No Promotion
22,62625,3,3,1,Product Manager,PhD,New York,No Promotion
41,84397,12,1,7,Business Analyst,Master's,Austin,Got Promotion
42,108671,13,1,1,Data Scientist,PhD,Chicago,No Promotion
44,141785,11,3,4,Product Manager,Bachelor's,New York,No Promotion
22,116897,7,0,6,Business Analyst,Bachelor's,Seattle,No Promotion
24,76149,2,3,1,Product Manager,Master's,New York,No Promotion
39,110030,12,4,7,Data Analyst,PhD,Chicago,No Promotion
46,119906,3,3,10,Data Engineer,High School,Seattle,Got Promotion
31,55283,14,2,7,Data Analyst,PhD,Austin,No Promotion
43,57610,5,4,3,Software Engineer,Master's,San Francisco,Got Promotion
47,93326,10,1,4,Business Analyst,PhD,Austin,No Promotion
24,64924,6,4,6,Software Engineer,PhD,San Francisco,Got Promotion
29,126162,3,0,7,Business Analyst,Bachelor's,San Francisco,No Promotion
35,50869,3,0,4,Data Engineer,Master's,Chicago,Got Promotion
45,147088,6,3,10,Product Manager,PhD,Seattle,No Promotion
39,51014,5,4,9,Business Analyst,Master's,Seattle,No Promotion
36,60103,12,1,9,Data Analyst,High School,New York,No Promotion
43,132522,10,0,9,Product Manager,Master's,Austin,Got Promotion
44,146007,7,1,10,Data Engineer,High School,Chicago,Got Promotion
23,83458,0,2,6,Data Analyst,Master's,Austin,No Promotion
48,140605,9,0,2,Product Manager,Master's,New York,No Promotion
31,132409,12,3,2,Business Analyst,PhD,New York,No Promotion
23,73248,10,2,4,Business Analyst,PhD,Chicago,No Promotion
47,139160,6,4,9,Data Analyst,High School,New York,No Promotion
38,93516,11,1,3,Data Scientist,High School,Chicago,No Promotion
29,79061,6,0,6,Business Analyst,Bachelor's,New York,Got Promotion
22,74170,10,2,2,Data Scientist,PhD,Seattle,Got Promotion
30,58024,6,2,1,Product Manager,High School,Chicago,No Promotion
32,132214,6,0,5,Data Scientist,PhD,Seattle,No Promotion
43,135947,9,4,8,Data Analyst,Master's,Seattle,No Promotion
37,93803,13,4,10,Software Engineer,Bachelor's,Chicago,No Promotion
28,69296,9,3,10,Software Engineer,PhD,Austin,No Promotion
31,141829,7,4,2,Data Analyst,PhD,San Francisco,No Promotion
44,142708,8,3,10,Web developer,PhD,New York,Got Promotion
47,136664,8,2,9,Software Engineer,PhD,New York,Got Promotion
24,68257,1,0,8,Data Analyst,High School,Austin,No Promotion
39,62855,12,4,3,Business Analyst,High School,San Francisco,No Promotion
46,135178,12,3,1,Data Scientist,Bachelor's,Austin,Got Promotion
45,70025,6,2,4,Software Engineer,Master's,San Francisco,Got Promotion
34,54458,6,4,8,Business Analyst,Master's,Chicago,No Promotion
49,113610,3,1,3,Software Engineer,Bachelor's,Chicago,Got Promotion
47,120843,8,2,10,Product Manager,Master's,Seattle,No Promotion
28,133961,7,4,2,Data Analyst,High School,Seattle,No Promotion
46,99831,11,2,7,Data Analyst,PhD,Chicago,No Promotion
25,93427,0,0,4,Business Analyst,Master's,Seattle,Got Promotion
34,143809,1,0,6,Web developer,PhD,Chicago,No Promotion
41,88506,12,0,5,Product Manager,PhD,Austin,No Promotion
22,55668,14,1,2,Data Scientist,High School,New York,Got Promotion
29,141470,12,0,10,Product Manager,PhD,Chicago,Got Promotion
35,97195,1,1,2,Web developer,Master's,Chicago,Got Promotion
37,123233,11,0,9,Product Manager,High School,Chicago,No Promotion
35,74417,11,2,10,Data Engineer,Bachelor's,Seattle,Got Promotion
33,131982,10,4,2,Data Scientist,High School,Seattle,No Promotion
40,60751,14,4,8,Data Scientist,Master's,Seattle,No Promotion
44,96218,14,0,8,Product Manager,High School,Seattle,No Promotion
36,57352,7,4,1,Software Engineer,Master's,Austin,No Promotion
49,129052,14,0,1,Data Engineer,Master's,Chicago,No Promotion
23,138835,0,0,4,Software Engineer,High School,Austin,Got Promotion
23,147493,3,3,2,Product Manager,Master's,Seattle,No Promotion
44,78927,9,3,1,Software Engineer,Bachelor's,Austin,No Promotion
43,91094,11,3,9,Data Scientist,Master's,Chicago,No Promotion
40,104122,4,1,3,Data Scientist,Bachelor's,Chicago,No Promotion
46,79493,8,3,1,Software Engineer,Bachelor's,Seattle,No Promotion
47,142247,6,0,2,Data Scientist,Master's,Chicago,Got Promotion
43,123539,7,2,8,Data Analyst,PhD,Austin,Got Promotion
47,81707,13,3,5,Data Scientist,Bachelor's,San Francisco,Got Promotion
47,118814,10,3,7,Product Manager,Bachelor's,Chicago,No Promotion
43,57296,8,2,6,Business Analyst,High School,Austin,No Promotion
38,75398,12,0,1,Software Engineer,Bachelor's,Austin,No Promotion
41,85842,6,1,6,Data Engineer,Bachelor's,Austin,Got Promotion
31,63261,4,3,7,Web developer,Bachelor's,Chicago,No Promotion
27,126709,12,2,4,Software Engineer,Bachelor's,San Francisco,No Promotion
36,145985,14,0,8,Web developer,PhD,Seattle,No Promotion
43,106704,4,4,8,Web developer,Bachelor's,Seattle,No Promotion
32,117173,9,1,7,Data Scientist,Master's,Chicago,No Promotion
49,81781,10,2,2,Data Scientist,PhD,Chicago,No Promotion
26,63652,5,2,6,Business Analyst,Bachelor's,New York,Got Promotion
22,55103,4,2,6,Business Analyst,Master's,San Francisco,Got Promotion
29,75500,12,3,7,Data Engineer,Master's,Austin,No Promotion
42,85529,11,4,6,Product Manager,PhD,Austin,No Promotion
49,68452,10,1,2,Data Analyst,PhD,Seattle,Got Promotion
33,99393,8,0,8,Product Manager,Master's,Chicago,No Promotion
33,81174,2,0,4,Data Engineer,PhD,San Francisco,No Promotion
26,114450,2,4,9,Software Engineer,PhD,Seattle,Got Promotion
28,85436,14,2,8,Data Scientist,High School,San Francisco,No Promotion
25,97406,6,2,3,Product Manager,PhD,Chicago,No Promotion
27,113059,6,2,3,Web developer,High School,Austin,No Promotion
34,65954,5,2,8,Data Scientist,PhD,New York,No Promotion
41,132722,2,2,2,Data Scientist,PhD,San Francisco,No Promotion
36,62356,13,4,9,Product Manager,Master's,Austin,No Promotion
24,148499,12,3,4,Product Manager,High School,San Francisco,No Promotion
44,52187,6,1,6,Web developer,PhD,San Francisco,No Promotion
29,127243,4,2,3,Web developer,Bachelor's,San Francisco,No Promotion
41,85098,6,3,3,Business Analyst,PhD,Chicago,No Promotion
37,142471,1,0,3,Data Engineer,Master's,Seattle,No Promotion
34,71225,5,4,10,Data Engineer,Master's,San Francisco,No Promotion
39,53606,13,3,2,Web developer,Master's,Chicago,No Promotion
49,107620,7,2,8,Data Analyst,High School,New York,No Promotion
31,82828,0,2,9,Web developer,High School,Seattle,No Promotion
40,76489,3,2,8,Business Analyst,High School,Chicago,No Promotion
38,64387,10,3,10,Data Analyst,Bachelor's,New York,No Promotion
45,119463,0,2,3,Product Manager,High School,Seattle,No Promotion
40,121832,13,3,7,Data Engineer,Master's,Chicago,Got Promotion
49,145980,0,2,10,Data Engineer,High School,New York,No Promotion
47,52591,9,0,2,Data Analyst,High School,Chicago,No Promotion
44,98516,11,0,4,Software Engineer,PhD,New York,No Promotion
47,141683,13,1,6,Business Analyst,High School,San Francisco,Got Promotion
26,112061,13,2,5,Business Analyst,PhD,San Francisco,No Promotion
47,116736,10,2,9,Business Analyst,High School,Seattle,No Promotion
42,131257,7,3,10,Data Engineer,PhD,New York,No Promotion
44,111753,6,3,4,Data Scientist,Master's,San Francisco,No Promotion
30,134774,11,2,5,Data Engineer,High School,Seattle,Got Promotion
33,61087,9,1,4,Data Scientist,Master's,Austin,Got Promotion
42,80816,12,2,8,Data Engineer,High School,San Francisco,No Promotion
22,73408,0,3,8,Product Manager,Bachelor's,San Francisco,No Promotion
47,50136,10,2,3,Data Engineer,Bachelor's,Chicago,Got Promotion
47,67413,13,3,1,Product Manager,Master's,Austin,No Promotion
22,109500,12,2,6,Data Scientist,Master's,New York,No Promotion
36,134514,1,4,2,Business Analyst,Bachelor's,Seattle,Got Promotion
23,106358,3,3,2,Data Scientist,Bachelor's,Austin,No Promotion
43,116197,0,1,3,Data Analyst,PhD,New York,Got Promotion
37,142789,2,4,8,Business Analyst,High School,San Francisco,No Promotion
46,142420,7,2,3,Data Engineer,Bachelor's,Seattle,No Promotion
29,82854,7,3,7,Data Engineer,Master's,Seattle,No Promotion
34,126240,7,4,10,Data Engineer,Master's,Austin,Got Promotion
42,140063,5,1,10,Data Engineer,Bachelor's,Chicago,No Promotion
22,66322,5,3,9,Data Engineer,Master's,New York,No Promotion
37,56968,4,4,8,Data Scientist,High School,Austin,Got Promotion
28,77518,12,4,1,Web developer,PhD,Chicago,No Promotion
26,101925,8,4,7,Product Manager,High School,Chicago,No Promotion
43,109848,3,0,7,Web developer,PhD,Chicago,No Promotion
44,143422,9,2,8,Data Scientist,PhD,Seattle,No Promotion
24,51700,14,3,10,Software Engineer,Bachelor's,New York,No Promotion
33,143782,11,3,5,Web developer,Master's,New York,No Promotion
47,73199,11,3,10,Data Scientist,PhD,Austin,Got Promotion
37,94589,11,4,9,Business Analyst,Bachelor's,San Francisco,No Promotion
40,82115,6,2,9,Data Engineer,Master's,Austin,Got Promotion
26,111934,0,1,8,Data Scientist,Master's,New York,No Promotion
43,104316,14,3,6,Web developer,PhD,Seattle,Got Promotion
46,55520,8,2,6,Product Manager,Master's,Austin,No Promotion
35,86455,6,2,1,Web developer,High School,San Francisco,No Promotion
49,136465,9,0,6,Data Engineer,Master's,Austin,No Promotion
26,91605,11,3,4,Web developer,High School,Chicago,No Promotion
36,64955,8,4,4,Data Analyst,Master's,San Francisco,No Promotion
38,94049,6,2,2,Software Engineer,PhD,Chicago,No Promotion
35,63917,1,2,4,Business Analyst,PhD,Seattle,No Promotion
41,120293,14,1,5,Product Manager,Bachelor's,New York,No Promotion
26,128581,5,0,5,Software Engineer,High School,Austin,No Promotion
33,114925,9,2,5,Data Scientist,High School,Austin,Got Promotion
37,120269,11,2,4,Software Engineer,PhD,Chicago,Got Promotion
47,80954,10,4,1,Data Engineer,PhD,Chicago,No Promotion
47,146671,3,4,10,Data Engineer,PhD,New York,No Promotion
37,122617,2,1,8,Data Analyst,High School,Austin,No Promotion
42,91458,1,1,3,Software Engineer,Bachelor's,New York,Got Promotion
28,139037,5,1,2,Web developer,High School,Chicago,Got Promotion
25,71113,7,4,9,Software Engineer,PhD,Chicago,No Promotion
22,149977,5,4,7,Data Engineer,Bachelor's,San Francisco,No Promotion
26,140226,8,0,9,Data Scientist,Master's,Chicago,No Promotion
44,93939,13,3,2,Data Scientist,Master's,Chicago,No Promotion
47,79345,4,3,9,Business Analyst,PhD,New York,No Promotion
31,96313,1,0,10,Web developer,Bachelor's,San Francisco,No Promotion
43,142365,7,3,9,Web developer,PhD,San Francisco,No Promotion
26,119166,8,4,9,Data Scientist,High School,Austin,No Promotion
25,97861,13,3,10,Software Engineer,High School,Seattle,Got Promotion
23,147406,9,4,10,Data Analyst,Bachelor's,Austin,No Promotion
41,99298,3,0,4,Data Scientist,PhD,Austin,No Promotion
31,97221,5,1,10,Web developer,PhD,Austin,No Promotion
47,94942,14,0,3,Web developer,Master's,San Francisco,No Promotion
40,53453,10,3,6,Data Engineer,Bachelor's,New York,Got Promotion
47,104935,9,4,3,Data Engineer,PhD,Chicago,No Promotion
22,93370,7,3,9,Business Analyst,High School,San Francisco,No Promotion
45,58328,8,3,3,Business Analyst,PhD,Chicago,No Promotion
26,65534,11,1,2,Software Engineer,PhD,Chicago,No Promotion
34,135280,4,3,8,Data Scientist,High School,Seattle,Got Promotion
25,134925,11,1,6,Data Scientist,High School,Austin,No Promotion
37,86320,5,4,8,Business Analyst,PhD,Seattle,No Promotion
45,99170,10,4,7,Data Scientist,High School,Austin,No Promotion
37,130201,3,1,3,Software Engineer,Master's,San Francisco,No Promotion
44,58640,4,0,8,Data Analyst,Master's,Chicago,No Promotion
23,141057,6,4,10,Data Engineer,Master's,Seattle,No Promotion
38,80049,8,0,1,Software Engineer,High School,San Francisco,No Promotion
49,55618,9,4,1,Data Scientist,High School,San Francisco,Got Promotion
48,106053,10,4,10,Software Engineer,High School,Austin,No Promotion
41,51920,12,2,8,Data Engineer,Bachelor's,Chicago,No Promotion
45,93937,5,3,9,Product Manager,High School,Austin,No Promotion
33,119724,13,3,10,Web developer,Master's,Austin,No Promotion
39,62207,5,0,6,Data Engineer,Master's,San Francisco,No Promotion
24,115774,7,3,5,Web developer,Master's,Austin,No Promotion
49,82972,10,0,2,Data Engineer,Bachelor's,New York,No Promotion
22,60799,3,4,9,Product Manager,PhD,Chicago,Got Promotion
22,121088,2,2,6,Data Scientist,Master's,Austin,No Promotion
40,78916,13,2,8,Data Scientist,Bachelor's,Austin,Got Promotion
32,120463,6,4,9,Data Analyst,PhD,Seattle,Got Promotion
26,143500,4,1,9,Data Engineer,Bachelor's,Chicago,Got Promotion
33,126700,1,1,8,Software Engineer,Bachelor's,Chicago,No Promotion
24,87158,1,3,10,Data Analyst,PhD,Austin,Got Promotion
22,134607,10,0,8,Data Scientist,High School,New York,Got Promotion
22,121696,5,2,3,Data Scientist,High School,Seattle,No Promotion
29,111510,7,3,3,Business Analyst,Master's,New York,No Promotion
31,108692,0,4,2,Data Analyst,PhD,Austin,No Promotion
32,111744,14,2,1,Data Scientist,Master's,Chicago,No Promotion
33,65810,10,0,4,Product Manager,Bachelor's,Chicago,No Promotion
34,55126,5,0,2,Web developer,High School,New York,No Promotion
33,80009,11,1,2,Business Analyst,Master's,San Francisco,Got Promotion
35,149120,1,3,5,Software Engineer,Master's,Austin,No Promotion
23,140932,1,4,4,Web developer,High School,Chicago,Got Promotion
40,50192,6,2,1,Business Analyst,Bachelor's,San Francisco,No Promotion
39,86413,9,0,9,Data Engineer,Master's,Chicago,No Promotion
24,62816,0,2,4,Data Engineer,Master's,Chicago,No Promotion
44,89082,5,4,5,Software Engineer,PhD,San Francisco,No Promotion
38,115048,13,2,7,Product Manager,PhD,New York,Got Promotion
47,100940,6,3,2,Software Engineer,High School,Austin,No Promotion
29,82130,13,1,8,Data Analyst,High School,San Francisco,No Promotion
47,90142,7,2,2,Web developer,Bachelor's,San Francisco,Got Promotion
31,86468,6,1,10,Software Engineer,Bachelor's,Chicago,No Promotion
47,80698,5,4,5,Software Engineer,Master's,San Francisco,Got Promotion
23,60655,8,1,2,Business Analyst,PhD,Austin,No Promotion
40,97897,12,2,2,Product Manager,Bachelor's,New York,No Promotion
30,80075,2,2,4,Software Engineer,Master's,New York,No Promotion
28,59359,10,0,4,Data Analyst,Master's,New York,Got Promotion
25,92056,5,2,8,Business Analyst,High School,Austin,No Promotion
47,101831,3,1,6,Product Manager,PhD,Chicago,Got Promotion
42,109191,1,0,10,Product Manager,Master's,Austin,Got Promotion
39,83272,0,2,8,Data Scientist,High School,San Francisco,No Promotion
34,64671,11,2,7,Data Engineer,Master's,Seattle,No Promotion
32,77048,11,4,10,Web developer,PhD,Seattle,Got Promotion
45,126274,13,0,4,Data Analyst,Master's,Seattle,No Promotion
25,75963,0,4,2,Data Engineer,Master's,New York,No Promotion
46,93954,10,4,9,Business Analyst,Bachelor's,Austin,No Promotion
42,122309,9,4,2,Business Analyst,Bachelor's,Austin,Got Promotion
46,145430,2,3,1,Data Analyst,High School,New York,Got Promotion
25,50717,3,4,8,Product Manager,Master's,San Francisco,No Promotion
31,61676,1,1,10,Software Engineer,High School,Seattle,No Promotion
26,54434,12,2,9,Data Analyst,PhD,Seattle,Got Promotion
30,99810,11,3,1,Business Analyst,High School,New York,No Promotion
45,144636,10,4,7,Data Engineer,Master's,Seattle,Got Promotion
24,54994,10,2,2,Web developer,Bachelor's,Chicago,No Promotion
38,54234,13,0,6,Data Analyst,Bachelor's,Austin,Got Promotion
24,119300,10,0,5,Product Manager,High School,Seattle,Got Promotion
37,93949,0,2,1,Web developer,Bachelor's,Seattle,No Promotion
25,87405,3,1,2,Web developer,Master's,Chicago,No Promotion
39,84872,14,2,2,Web developer,Master's,San Francisco,No Promotion
38,92215,6,2,10,Data Scientist,PhD,San Francisco,No Promotion
28,73185,9,3,10,Web developer,Bachelor's,Chicago,No Promotion
45,93442,10,0,6,Data Scientist,Bachelor's,San Francisco,No Promotion
44,101759,5,0,1,Software Engineer,PhD,New York,No Promotion
26,91153,5,4,4,Software Engineer,High School,Chicago,No Promotion
33,127535,10,2,10,Web developer,PhD,Austin,Got Promotion
38,52581,8,2,5,Product Manager,Bachelor's,Austin,No Promotion
44,101717,13,1,2,Data Engineer,High School,Austin,No Promotion
34,52763,14,0,2,Software Engineer,Master's,Seattle,No Promotion
44,142910,1,1,7,Data Scientist,Master's,Chicago,Got Promotion
46,105480,3,3,7,Product Manager,PhD,Chicago,No Promotion
24,88759,4,4,6,Web developer,Master's,San Francisco,No Promotion
30,126067,0,1,1,Product Manager,Bachelor's,Chicago,No Promotion
38,75307,7,0,3,Product Manager,PhD,Chicago,Got Promotion
38,146371,7,3,9,Data Analyst,Bachelor's,San Francisco,Got Promotion
41,61064,5,2,10,Data Engineer,Bachelor's,Chicago,No Promotion
37,126848,11,3,1,Web developer,High School,Chicago,No Promotion
46,87548,4,1,2,Data Engineer,High School,New York,No Promotion
43,86945,7,0,8,Software Engineer,High School,San Francisco,Got Promotion
34,97937,2,1,7,Data Engineer,Master's,New York,No Promotion
48,56476,2,2,9,Business Analyst,High School,Seattle,No Promotion
40,101756,1,2,10,Data Scientist,Bachelor's,San Francisco,No Promotion
38,140101,4,0,4,Software Engineer,PhD,Chicago,Got Promotion
25,52382,2,4,4,Web developer,PhD,Chicago,No Promotion
33,99683,2,3,7,Data Engineer,Bachelor's,New York,No Promotion
30,137999,14,3,1,Data Scientist,Master's,New York,No Promotion
40,95276,5,2,10,Web developer,PhD,Seattle,No Promotion
33,83402,7,1,9,Web developer,Bachelor's,Seattle,No Promotion
30,141881,1,1,2,Software Engineer,Bachelor's,Chicago,No Promotion
28,76946,3,4,1,Business Analyst,Bachelor's,Austin,No Promotion
49,129698,10,1,7,Data Scientist,PhD,Seattle,No Promotion
35,123933,6,3,6,Business Analyst,PhD,Chicago,No Promotion
41,72335,0,1,3,Data Scientist,High School,Seattle,No Promotion
40,95095,0,4,1,Data Analyst,High School,San Francisco,No Promotion
47,129930,11,3,5,Web developer,Bachelor's,New York,No Promotion
36,77197,12,1,10,Data Analyst,Bachelor's,Chicago,No Promotion
37,72010,9,3,4,Data Scientist,Bachelor's,Seattle,No Promotion
42,74123,6,2,5,Data Scientist,Bachelor's,New York,No Promotion
26,137923,13,2,1,Business Analyst,PhD,Austin,No Promotion
24,52890,6,2,1,Web developer,High School,Seattle,No Promotion
33,143305,0,1,5,Data Engineer,Master's,Chicago,Got Promotion
46,58026,0,4,6,Web developer,Bachelor's,San Francisco,No Promotion
41,114925,3,3,5,Product Manager,High School,New York,No Promotion
48,118842,4,0,2,Data Scientist,Bachelor's,New York,No Promotion
42,83665,4,2,9,Software Engineer,PhD,San Francisco,No Promotion
25,59277,3,2,5,Software Engineer,Master's,Chicago,No Promotion
42,92239,7,0,5,Software Engineer,High School,Austin,Got Promotion
44,97664,6,0,10,Data Analyst,High School,San Francisco,No Promotion
